cm_id,entity_id,entity_type,campaign_name,campaign_type,member_status,is_responded,response_date,is_active
00vePut0SstzyshA6P,00QNgAC72qFl41sNLj,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00v3MsHarAJOCBnD3X,00QNgAC72qFl41sNLj,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vkfFNuYUPnmbpD0e,00QNgAC72qFl41sNLj,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vzNmREpOaUVgAk7G,00QNgAC72qFl41sNLj,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vdp0CXP9K63LSFZH,00QNgAC72qFl41sNLj,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00v3UDqpNVGMrerqtH,00QNgAC72qFl41sNLj,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vioRRdzHzmA4KR1V,00QNgAC72qFl41sNLj,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vxavU07zUHLnnBbu,00QNgAC72qFl41sNLj,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vQzkChMbyIbNiCdx,00QNgAC72qFl41sNLj,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vnuVxUZpfbH9vOWO,00QNgAC72qFl41sNLj,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vU6mbjhPInRVkLUh,00QNgAC72qFl41sNLj,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vY7gbtP7ySeQMgV0,00QNgAC72qFl41sNLj,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vLh8WvAwFv0Yg7NZ,00QNgAC72qFl41sNLj,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vRBT7qYHDBTq0Zf2,00QNgAC72qFl41sNLj,Lead,Webinar: Advanced SOC Threat Detection,Webinar,Attended,True,2026-05-20 15:30:00,True
00vpCLxb0lnXv2Rra6,00QNgAC72qFl41sNLj,Lead,Content: SIEM Evaluation Checklist,Content Syndication,Registered,True,2026-05-22 10:15:00,True
00vESFqZ8pIx5F21rW,003SXkZQJ4KsTJedVv,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00v5FYrsK9EjHvIHCt,003SXkZQJ4KsTJedVv,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vJoWcURYxPY8EcFK,003SXkZQJ4KsTJedVv,Contact,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vg4ai18eWqMyeuPH,003SXkZQJ4KsTJedVv,Contact,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vSV2ceN59UAgN2BR,003SXkZQJ4KsTJedVv,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vudwApzQlkLxQEKo,003SXkZQJ4KsTJedVv,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vCP3CrHe69s7QCs9,003SXkZQJ4KsTJedVv,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00voJJ9s8OrJQUdLE4,003SXkZQJ4KsTJedVv,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vXnlpUVQigMcWcwi,003SXkZQJ4KsTJedVv,Contact,Webinar: SIEM Scaling Strategies,Webinar,Attended,True,2026-05-24 14:00:00,True
00vUkiH8G4ZpZDYUvh,00342cOg8NqTJJxxK3,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vUnPPy0IfyqhwUqx,00342cOg8NqTJJxxK3,Contact,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vgob2I4ndZ4szi6s,00342cOg8NqTJJxxK3,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vg3iCPU6zUjzgEz6,00342cOg8NqTJJxxK3,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vnBow8w3Ndr86Zfn,00342cOg8NqTJJxxK3,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00v8du9WmZIKYoWWKr,00342cOg8NqTJJxxK3,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vHXg1iwWKaqhAhdB,00342cOg8NqTJJxxK3,Contact,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vKCnMT4OsNb90AgS,00342cOg8NqTJJxxK3,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vLerNHu9GCLgR0OV,00342cOg8NqTJJxxK3,Contact,Webinar: CISO Guide to Ransomware Mitigation,Webinar,Attended,True,2026-05-24 14:00:00,True
00vA3zZyTttp7QDffA,003VNqTIAae24HZKjh,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vxid7IPz26A4drtg,003VNqTIAae24HZKjh,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vjD0vIhroAIVMPIL,003VNqTIAae24HZKjh,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vqlRtva1JyiNbUnA,003VNqTIAae24HZKjh,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vwSWJfdjMPqPEBqU,003VNqTIAae24HZKjh,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vArQEPcyLasnipua,003VNqTIAae24HZKjh,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vkxRFZXe1cb51JJR,003VNqTIAae24HZKjh,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vhbuXMZ5f0pKGytv,003VNqTIAae24HZKjh,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vFhF4vTYYojmLVOk,003VNqTIAae24HZKjh,Contact,Webinar: Advanced SOC Threat Detection,Webinar,Attended,True,2026-05-24 14:00:00,True
00vCIJQ2N9u8tBDNXK,00QsxfUoLOaxX2Mv6W,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Clicked,True,2026-05-24 14:00:00,True
00veCcwrN8fKxJ7Tc4,00QsxfUoLOaxX2Mv6W,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vlLF7BYZ8fOcR9GL,00QsxfUoLOaxX2Mv6W,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00v4yWQdNuuIxp07Lj,00QsxfUoLOaxX2Mv6W,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00v4tOPhRfINuhR694,00QsxfUoLOaxX2Mv6W,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vFbt6vVl9jsWFHTG,00QsxfUoLOaxX2Mv6W,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00v2MLjlQM3ScwS8LU,00QsxfUoLOaxX2Mv6W,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vHtYDZw69CrxG7YX,00QsxfUoLOaxX2Mv6W,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vN2Ig00rVq4jB6nB,00QsxfUoLOaxX2Mv6W,Lead,Content: SIEM Evaluation Checklist,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vzyxxfntgSujc4DZ,00QrTAIqOkC6P6imNq,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vBaepZITGgrscAXC,00QrTAIqOkC6P6imNq,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vKbFpiAMozPf8eGF,00QrTAIqOkC6P6imNq,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vb2cxxUweoOgKUiv,00QrTAIqOkC6P6imNq,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vkWCRNYdWCscmc5F,00QrTAIqOkC6P6imNq,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vpUlwW1uhw3U3x8E,00QrTAIqOkC6P6imNq,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00v5GXTeLYHteOtLAQ,00QrTAIqOkC6P6imNq,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vc1v9r86eNwXQ7iL,00QrTAIqOkC6P6imNq,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00veWwxJLQ6xVJGyOp,00QrTAIqOkC6P6imNq,Lead,Webinar: Securing DevSecOps Pipelines,Webinar,Attended,True,2026-05-24 14:00:00,True
00vTExIqqB9r4Eh0C3,0038NwqFthIUF2wU6c,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vY79PRIssjRRkwn9,0038NwqFthIUF2wU6c,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vXbIwXILft9SGVZe,0038NwqFthIUF2wU6c,Contact,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00veCGhZIKViF1ZGsk,0038NwqFthIUF2wU6c,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vv630pNIhsHFk6jO,0038NwqFthIUF2wU6c,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vu5c1f6VqnJMb3HN,0038NwqFthIUF2wU6c,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vpYzCQjzCvi1t9vy,0038NwqFthIUF2wU6c,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vItCqpgrxMp1juJt,0038NwqFthIUF2wU6c,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vEtb6F7nvdE2ODH0,0038NwqFthIUF2wU6c,Contact,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00v2TVwyJmIeFVr9Qh,00QeEnPDxEvYVFt6RO,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Clicked,True,2026-05-24 14:00:00,True
00vx9IwiLyccSXGj3i,00QeEnPDxEvYVFt6RO,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vk9TsuZHRsYwP8KX,00QeEnPDxEvYVFt6RO,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vNLqO8JodDGSWxYp,00QeEnPDxEvYVFt6RO,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vgbtjQzW52TdimuP,00QeEnPDxEvYVFt6RO,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vtk4vvVSNQLlpIn8,00QeEnPDxEvYVFt6RO,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vRQEDI5SrJH3yvVj,00QeEnPDxEvYVFt6RO,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00v7e5OUnZqIqgTod4,00QeEnPDxEvYVFt6RO,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vguDQi78jO2DOUrr,00QeEnPDxEvYVFt6RO,Lead,Webinar: Advanced SOC Threat Detection,Webinar,Attended,True,2026-05-24 14:00:00,True
00vOoT0c5zZ5cZWlU2,00QX25kgSC2RqbIdQn,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vaJg8r9HE60DlgkC,00QX25kgSC2RqbIdQn,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vlTXJUk13ZFfPliu,00QX25kgSC2RqbIdQn,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vqoU7sSaOQdhtzF3,00QX25kgSC2RqbIdQn,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vQN6wn7DC9xR4UXZ,00QX25kgSC2RqbIdQn,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vGGw4gZ3mHk0BQSE,00QX25kgSC2RqbIdQn,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vYCFCdCYSyYUJcvd,00QX25kgSC2RqbIdQn,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00v9DrliNT7x3B4xe7,00QX25kgSC2RqbIdQn,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vh9yh8ZU8CSAxoCj,00QQ7Qc4N7A41uqgOy,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vbOM63oeKBP2pcBH,00QQ7Qc4N7A41uqgOy,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vFrYTtLPtsiOnsd6,00QQ7Qc4N7A41uqgOy,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vMAE86PWtzjxUD0s,00QQ7Qc4N7A41uqgOy,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vX4I8IipmO50fSlq,00QQ7Qc4N7A41uqgOy,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vL2lVSID1u7a67h9,00QQ7Qc4N7A41uqgOy,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vRRyotrCOtw2CXSV,00QQ7Qc4N7A41uqgOy,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vwzInjq5JzjuxZEO,00QQ7Qc4N7A41uqgOy,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00v7NEkXkSE4HNdc06,00QQ7Qc4N7A41uqgOy,Lead,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vVz0oRaFxMPMDEaI,00Qqdfib91g5hiqle0,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vGr8bYPX4gfjlGYq,00Qqdfib91g5hiqle0,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vxzJ9oQ0O1VfxIda,00Qqdfib91g5hiqle0,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vEAWJ1fGcn13Dce5,00Qqdfib91g5hiqle0,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vOl0amiYY5sIJ0PH,00Qqdfib91g5hiqle0,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vi9SF8dBZvV7yVbq,00Qqdfib91g5hiqle0,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00voIxlKxVspeqxWjy,00Qqdfib91g5hiqle0,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vf6BVgfAIFgfILW1,00Qqdfib91g5hiqle0,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vWSI9pGQkqqjkrsW,00Qqdfib91g5hiqle0,Lead,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00v6SEMCiay0x1BAZO,003HIkxsrIDuSm4a1T,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vsLRDlytTN8WurWw,003HIkxsrIDuSm4a1T,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vKHQI7CRBsQYXzEN,003HIkxsrIDuSm4a1T,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vOSWe9DyF5QHXw3H,003HIkxsrIDuSm4a1T,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vgpPkLINO7uXggnU,003HIkxsrIDuSm4a1T,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vQnxCQQj9Ds5fZTv,003HIkxsrIDuSm4a1T,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vWGvgSCecSbvgX5T,003HIkxsrIDuSm4a1T,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vIuACXNlOyT2BAan,003HIkxsrIDuSm4a1T,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vg2luCq1GNLLKv0M,003HIkxsrIDuSm4a1T,Contact,Webinar: SIEM Scaling Strategies,Webinar,Attended,True,2026-05-24 14:00:00,True
00vX4KPtohxiyKJAEH,00Q2q3UjrnvQ0Fp4dN,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vIEitBdwaiY7FEQz,00Q2q3UjrnvQ0Fp4dN,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vkJXncnrWJVEFJqH,00Q2q3UjrnvQ0Fp4dN,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vZcSH9gZUs9BvYB9,00Q2q3UjrnvQ0Fp4dN,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vYKvSNkimmdvrHuR,00Q2q3UjrnvQ0Fp4dN,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vq19Qf7W491h1pSZ,00Q2q3UjrnvQ0Fp4dN,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vEJqzCN2fFr6w6ua,00Q2q3UjrnvQ0Fp4dN,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vTCPwdHnAnqZuJJE,00Q2q3UjrnvQ0Fp4dN,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vgWCh1Ba7mQiOj5q,00Q2q3UjrnvQ0Fp4dN,Lead,Webinar: Advanced SOC Threat Detection,Webinar,Attended,True,2026-05-24 14:00:00,True
00vpx4kysRoORaDioQ,003JDbwp6Q43N3DrvX,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vRY9AiexTgt2iVUi,003JDbwp6Q43N3DrvX,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00veILkvnU5MBn3ihT,003JDbwp6Q43N3DrvX,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vtirfILLWQ0OsGFU,003JDbwp6Q43N3DrvX,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vd37EgEKG895i1Jw,003JDbwp6Q43N3DrvX,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vV7VbeqcdWFMFzRf,003JDbwp6Q43N3DrvX,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vMrtFmYHyNZQeRT0,003JDbwp6Q43N3DrvX,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vfACLtTThRRk7GWS,003JDbwp6Q43N3DrvX,Contact,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vTh3uAGq8MEFd1kj,003JDbwp6Q43N3DrvX,Contact,Webinar: CISO Guide to Ransomware Mitigation,Webinar,Attended,True,2026-05-24 14:00:00,True
00voFc1pDxj51I4TAt,00QnTRxFlNydZU9Vmr,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vtZJhPdnFcy21Vtf,00QnTRxFlNydZU9Vmr,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vwsWTpw89WTHXj5b,00QnTRxFlNydZU9Vmr,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vNQauVxTtm8A78ir,00QnTRxFlNydZU9Vmr,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00v3GRx8ffiYeJA7oq,00QnTRxFlNydZU9Vmr,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vRTtqemWKjkCzH7m,00QnTRxFlNydZU9Vmr,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vqhjQZRcZufpwFPq,00QnTRxFlNydZU9Vmr,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00v70IIfgXhdWnmyQ6,00QnTRxFlNydZU9Vmr,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vbd3Bh4ZucCkJYyb,00QnTRxFlNydZU9Vmr,Lead,Content: SIEM Evaluation Checklist,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vknlr2cMpszIdrim,00Ql1Mjhyqljbm1xGR,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vNXX9WwHE4Fyltn3,00Ql1Mjhyqljbm1xGR,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vYDwKojpoHXTV6J8,00Ql1Mjhyqljbm1xGR,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00v59kotTwKRvJi6ZY,00Ql1Mjhyqljbm1xGR,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vtEfonGa4miS40ub,00Ql1Mjhyqljbm1xGR,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00v4W017x6ygsij6X7,00Ql1Mjhyqljbm1xGR,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vk8R5WnKktQhT66y,00Ql1Mjhyqljbm1xGR,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vltYLNgEuevtN7YP,00Ql1Mjhyqljbm1xGR,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vanQvWScBAkz2vxZ,00Ql1Mjhyqljbm1xGR,Lead,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vVnBXcbqgv3je68u,00QSSmqP7lQY9cI1IR,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vRAOLAdu8zI5HOsf,00QSSmqP7lQY9cI1IR,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vIEdafZMDgmN8DhW,00QSSmqP7lQY9cI1IR,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00v3qNyxxlcBqZIjRf,00QSSmqP7lQY9cI1IR,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vYzUodyG7Q6Josy0,00QSSmqP7lQY9cI1IR,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vhUk98YhA9A9MZp4,00QSSmqP7lQY9cI1IR,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vyyurC2WMGAzjKV6,00QSSmqP7lQY9cI1IR,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vW122qOJDkyMQyy2,00QSSmqP7lQY9cI1IR,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00v53bYsrERg1i8BZq,00QSSmqP7lQY9cI1IR,Lead,Webinar: Cloud Security Best Practices,Webinar,Attended,True,2026-05-24 14:00:00,True
00vOlnZTV1YFjtFi02,0030yMz1WMCCAMgOPb,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vlZZpC4RqZFNhbxK,0030yMz1WMCCAMgOPb,Contact,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vKvk3UQrxkJ71OQq,0030yMz1WMCCAMgOPb,Contact,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
